fy,reference_file,sheet,row,cc,fx_rate,account,kind,scope,description,monthly_values,monthly_formulas,source_candidate_status,selection_l1_delta_vnd
FY2026,reference_outputs\secondary\FY2026\70.KDTVN 工程品質管理3課_MP FY2026_各予定(ver01).xlsx,内訳ﾘｽﾄ(4～3月),37,1412000105,25390,9114120007,interest,facility,固定資産金利 /Interest(土地 Land) Lãi TSCĐ ( Đất),"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": 454989.0, ""202509"": 444071.0, ""202510"": 433661.0, ""202511"": 432900.0, ""202512"": 433407.0, ""202601"": 430361.0, ""202602"": 426298.0, ""202603"": 433661.0}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": ""=ROUND(17.92*25390,0)"", ""202509"": ""=ROUND(17.49*25390,0)"", ""202510"": ""=ROUND(17.08*25390,0)"", ""202511"": ""=ROUND(17.05*25390,0)"", ""202512"": ""=ROUND(17.07*25390,0)"", ""202601"": ""=ROUND(16.95*25390,0)"", ""202602"": ""=ROUND(16.79*25390,0)"", ""202603"": ""=ROUND(17.08*25390,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\70.KDTVN 工程品質管理3課_MP FY2026_各予定(ver01).xlsx,内訳ﾘｽﾄ(4～3月),105,1412000105,25390,9114120007,interest,fixed_assets,,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\70.KDTVN 工程品質管理3課_MP FY2026_各予定(ver01).xlsx,内訳ﾘｽﾄ(4～3月),106,1412000105,25390,9114120007,interest,fixed_assets,,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\71.KDTVN 工程品質管理4課_MP FY2026_各予定(ver01).xlsx,内訳ﾘｽﾄ(4～3月),46,1412000075,25390,9114120007,interest,facility,固定資産金利 (建物) Interest Lãi xây dựng Tháng 5 hàng năm tính lại,"{""202504"": 1166163.0, ""202505"": 1113098.0, ""202506"": 1135695.0, ""202507"": 1078567.0, ""202508"": 1064095.0, ""202509"": 1069427.0, ""202510"": 1190791.0, ""202511"": 1176319.0, ""202512"": 1183936.0, ""202601"": 1156515.0, ""202602"": 1129601.0, ""202603"": 1164132.0}","{""202504"": ""=ROUND(45.93*25390,0)"", ""202505"": ""=ROUND(43.84*25390,0)"", ""202506"": ""=ROUND(44.73*25390,0)"", ""202507"": ""=ROUND(42.48*25390,0)"", ""202508"": ""=ROUND(41.91*25390,0)"", ""202509"": ""=ROUND(42.12*25390,0)"", ""202510"": ""=ROUND(46.9*25390,0)"", ""202511"": ""=ROUND(46.33*25390,0)"", ""202512"": ""=ROUND(46.63*25390,0)"", ""202601"": ""=ROUND(45.55*25390,0)"", ""202602"": ""=ROUND(44.49*25390,0)"", ""202603"": ""=ROUND(45.85*25390,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\71.KDTVN 工程品質管理4課_MP FY2026_各予定(ver01).xlsx,内訳ﾘｽﾄ(4～3月),47,1412000075,25390,9114120007,interest,facility,固定資産金利 (土地) Interest Lãi đất,"{""202504"": 144215.0, ""202505"": 141168.0, ""202506"": 143961.0, ""202507"": 136852.0, ""202508"": 134821.0, ""202509"": 135583.0, ""202510"": 151071.0, ""202511"": 149039.0, ""202512"": 150055.0, ""202601"": 146754.0, ""202602"": 143200.0, ""202603"": 147516.0}","{""202504"": ""=ROUND(5.68*25390,0)"", ""202505"": ""=ROUND(5.56*25390,0)"", ""202506"": ""=ROUND(5.67*25390,0)"", ""202507"": ""=ROUND(5.39*25390,0)"", ""202508"": ""=ROUND(5.31*25390,0)"", ""202509"": ""=ROUND(5.34*25390,0)"", ""202510"": ""=ROUND(5.95*25390,0)"", ""202511"": ""=ROUND(5.87*25390,0)"", ""202512"": ""=ROUND(5.91*25390,0)"", ""202601"": ""=ROUND(5.78*25390,0)"", ""202602"": ""=ROUND(5.64*25390,0)"", ""202603"": ""=ROUND(5.81*25390,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\72.KDTVN 製造システム開発課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),48,1412000106,25390,5006016244,depreciation,fixed_assets,減価償却費（設備）,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\72.KDTVN 製造システム開発課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),50,1412000106,25390,9114120007,interest,facility,固定資産金利（建物）,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": 0.0, ""202602"": 0.0, ""202603"": 0.0}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": ""0"", ""202602"": ""0"", ""202603"": ""0""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\72.KDTVN 製造システム開発課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),51,1412000106,25390,9114120007,interest,facility,固定資産金利（土地）,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": 0.0, ""202602"": 0.0, ""202603"": 0.0}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": ""0"", ""202602"": ""0"", ""202603"": ""0""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\72.KDTVN 製造システム開発課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),52,1412000106,25390,9114120007,interest,fixed_assets,固定資産金利（設備＋ＶＰＳ用 PC）,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\73.KDTVN 製造技術管理課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),48,1412000039,25390,5006016244,depreciation,fixed_assets,数解析、超音波カッター、TorqueAnalyzer、UV CUREA（UV硬化度確認センサー一式）、小型ハイスピードカメラ一式、液中パーティクルカウンター、流量計(KEYENCE)、表面改質装置(UV)＋点検用POWER　METER、超音波洗浄機、純水装置、溶存酸素計,"{""202504"": 7346089.0, ""202505"": 21564489.0, ""202506"": 33060573.0, ""202507"": 33060573.0, ""202508"": 33060573.0, ""202509"": 33060573.0, ""202510"": 33060573.0, ""202511"": 33060573.0, ""202512"": 33060573.0, ""202601"": 38286597.0, ""202602"": 82123955.0, ""202603"": 82123955.0}","{""202504"": ""=ROUND((255.41+33.92)*25390,0)"", ""202505"": ""=ROUND((289.33+560)*25390,0)"", ""202506"": ""=ROUND((849.33+452.78)*25390,0)"", ""202507"": ""=ROUND((849.33+452.78)*25390,0)"", ""202508"": ""=ROUND((849.33+452.78)*25390,0)"", ""202509"": ""=ROUND((849.33+452.78)*25390,0)"", ""202510"": ""=ROUND((849.33+452.78)*25390,0)"", ""202511"": ""=ROUND((849.33+452.78)*25390,0)"", ""202512"": ""=ROUND((849.33+452.78)*25390,0)"", ""202601"": ""=ROUND((1302.11+205.83)*25390,0)"", ""202602"": ""=ROUND((1507.94+1726.56)*25390,0)"", ""202603"": ""=ROUND((3234.5)*25390,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,77818320
FY2026,reference_outputs\secondary\FY2026\73.KDTVN 製造技術管理課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),50,1412000039,25390,9114120007,interest,fixed_assets,Bulding (Interest)　人数は振替月の１日現在の人数と使用面積に基づく,"{""202504"": 4691818.0, ""202505"": 4759863.0, ""202506"": 4761895.0, ""202507"": 4751992.0, ""202508"": 4721017.0, ""202509"": 4718478.0, ""202510"": 4714669.0, ""202511"": 4713654.0, ""202512"": 4714161.0, ""202601"": 3687356.0, ""202602"": 3684178.0, ""202603"": 3687356.0}","{""202504"": ""=ROUND(184.79*25390,0)"", ""202505"": ""=ROUND(187.47*25390,0)"", ""202506"": ""=ROUND(187.55*25390,0)"", ""202507"": ""=ROUND(187.16*25390,0)"", ""202508"": ""=ROUND(185.94*25390,0)"", ""202509"": ""=ROUND(185.84*25390,0)"", ""202510"": ""=ROUND(185.69*25390,0)"", ""202511"": ""=ROUND(185.65*25390,0)"", ""202512"": ""=ROUND(185.67*25390,0)"", ""202601"": ""=ROUND(185.57*25390,0)-1024266"", ""202602"": ""=ROUND(185.41*25390,0)-1023382"", ""202603"": ""=ROUND(185.57*25390,0)-1024266""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,3508904
FY2026,reference_outputs\secondary\FY2026\73.KDTVN 製造技術管理課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),51,1412000039,25390,9114120007,interest,facility,Land (Interest)　人数は振替月の１日現在の人数と使用面積に基づく,"{""202504"": 580162.0, ""202505"": 603520.0, ""202506"": 603774.0, ""202507"": 602505.0, ""202508"": 598696.0, ""202509"": 598188.0, ""202510"": 597681.0, ""202511"": 597681.0, ""202512"": 597681.0, ""202601"": 467552.0, ""202602"": 467154.0, ""202603"": 467552.0}","{""202504"": ""=ROUND(22.85*25390,0)"", ""202505"": ""=ROUND(23.77*25390,0)"", ""202506"": ""=ROUND(23.78*25390,0)"", ""202507"": ""=ROUND(23.73*25390,0)"", ""202508"": ""=ROUND(23.58*25390,0)"", ""202509"": ""=ROUND(23.56*25390,0)"", ""202510"": ""=ROUND(23.54*25390,0)"", ""202511"": ""=ROUND(23.54*25390,0)"", ""202512"": ""=ROUND(23.54*25390,0)"", ""202601"": ""=ROUND(23.53*25390,0)-129875"", ""202602"": ""=ROUND(23.51*25390,0)-129765"", ""202603"": ""=ROUND(23.53*25390,0)-129875""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\73.KDTVN 製造技術管理課_MP FY2026_各予定(Ver02).xlsx,内訳ﾘｽﾄ(4～3月),52,1412000039,25390,9114120007,interest,fixed_assets,"THICKNESS SUS316, THICKNESS SUS（2024/1まで）、周波数解析-> 固定資産金利","{""202504"": 506531.0, ""202505"": 365870.0, ""202506"": 2925182.0, ""202507"": 4166753.0, ""202508"": 4166753.0, ""202509"": 4166753.0, ""202510"": 4166753.0, ""202511"": 4166753.0, ""202512"": 4166753.0, ""202601"": 4166753.0, ""202602"": 4731173.0, ""202603"": 11329018.0}","{""202504"": ""=ROUND(19.95*25390,0)"", ""202505"": ""=ROUND((10.75+3.66)*25390,0)"", ""202506"": ""=ROUND((14.41+100.8)*25390,0)"", ""202507"": ""=ROUND((115.21+48.9)*25390,0)"", ""202508"": ""=ROUND((164.11)*25390,0)"", ""202509"": ""=ROUND((164.11)*25390,0)"", ""202510"": ""=ROUND((164.11)*25390,0)"", ""202511"": ""=ROUND((164.11)*25390,0)"", ""202512"": ""=ROUND((164.11)*25390,0)"", ""202601"": ""=ROUND((164.11)*25390,0)"", ""202602"": ""=ROUND((164.11+22.23)*25390,0)"", ""202603"": ""=ROUND((186.34+259.86)*25390,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,3508904
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),42,1412000004,26273,5006016242,depreciation,fixed_assets,機械装置,"{""202604"": 239930028.0, ""202605"": 239930028.0, ""202606"": 239930028.0, ""202607"": 239930028.0, ""202608"": 239929502.0, ""202609"": 222428269.0, ""202610"": 213622873.0, ""202611"": 213622873.0, ""202612"": 213622873.0, ""202701"": 213622873.0, ""202702"": 213622610.0, ""202703"": 202991766.0}","{""202604"": ""239930028"", ""202605"": ""239930028"", ""202606"": ""239930028"", ""202607"": ""239930028"", ""202608"": ""239929502"", ""202609"": ""222428269"", ""202610"": ""213622873"", ""202611"": ""213622873"", ""202612"": ""213622873"", ""202701"": ""213622873"", ""202702"": ""213622610"", ""202703"": ""202991766""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7642290
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),43,1412000004,26273,5006016243,depreciation,fixed_assets,減価償却費（製）　車輌運搬具Mua xe nâng điện NLP (sơn),"{""202604"": 658401.0, ""202605"": 658401.0, ""202606"": 658401.0, ""202607"": 658401.0, ""202608"": 658401.0, ""202609"": 658401.0, ""202610"": 658401.0, ""202611"": 658401.0, ""202612"": 658401.0, ""202701"": 658401.0, ""202702"": 658401.0, ""202703"": 658401.0}","{""202604"": ""658401"", ""202605"": ""658401"", ""202606"": ""658401"", ""202607"": ""658401"", ""202608"": ""658401"", ""202609"": ""658401"", ""202610"": ""658401"", ""202611"": ""658401"", ""202612"": ""658401"", ""202701"": ""658401"", ""202702"": ""658401"", ""202703"": ""658401""}",SELECTED_SOURCE_DERIVED_CANDIDATE,0
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),44,1412000004,26273,5006016244,depreciation,fixed_assets,工具器具備品,"{""202604"": 131082828.0, ""202605"": 131082828.0, ""202606"": 131082828.0, ""202607"": 131082828.0, ""202608"": 98522962.0, ""202609"": 97304946.0, ""202610"": 62409935.0, ""202611"": 61592057.0, ""202612"": 61592057.0, ""202701"": 61592057.0, ""202702"": 61592057.0, ""202703"": 61592057.0}","{""202604"": ""131082828"", ""202605"": ""131082828"", ""202606"": ""131082828"", ""202607"": ""131082828"", ""202608"": ""98522962"", ""202609"": ""97304946"", ""202610"": ""62409935"", ""202611"": ""61592057"", ""202612"": ""61592057"", ""202701"": ""61592057"", ""202702"": ""61592057"", ""202703"": ""61592057""}",SELECTED_SOURCE_DERIVED_CANDIDATE,54429534
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),45,1412000004,26273,5006016247,depreciation,fixed_assets,その 他 (Tn-2),"{""202604"": 16670481.0, ""202605"": 16670481.0, ""202606"": 16670481.0, ""202607"": 16670481.0, ""202608"": 16670481.0, ""202609"": 16670481.0, ""202610"": 16670481.0, ""202611"": 16670481.0, ""202612"": 16670481.0, ""202701"": 16670481.0, ""202702"": 16670481.0, ""202703"": 16670481.0}","{""202604"": ""16670481"", ""202605"": ""16670481"", ""202606"": ""16670481"", ""202607"": ""16670481"", ""202608"": ""16670481"", ""202609"": ""16670481"", ""202610"": ""16670481"", ""202611"": ""16670481"", ""202612"": ""16670481"", ""202701"": ""16670481"", ""202702"": ""16670481"", ""202703"": ""16670481""}",SELECTED_SOURCE_DERIVED_CANDIDATE,0
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),46,1412000004,26273,5006016244,depreciation,fixed_assets, （生産技術-Nakagawa),"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),47,1412000004,26273,5006016244,depreciation,fixed_assets,DF mua 2 máy jikky,"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),48,1412000004,26273,5006016242,depreciation,fixed_assets, （生産技術-Nakagawa),"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),49,1412000004,26273,5005036246,depreciation,fixed_assets,(Tháng n)  FIX ASSETS ( Mr Hajimoto),"{""202604"": 52546000.0, ""202605"": 52546000.0, ""202606"": 52546000.0, ""202607"": 57800600.0, ""202608"": 55619941.0, ""202609"": 1638673283.0, ""202610"": 652595047.0, ""202611"": 1315751840.0, ""202612"": 342941469.0, ""202701"": 332511088.0, ""202702"": 794206517.0, ""202703"": 787927270.0}","{""202604"": ""52546000"", ""202605"": ""52546000"", ""202606"": ""52546000"", ""202607"": ""57800600"", ""202608"": ""55619941"", ""202609"": ""1638673283"", ""202610"": ""652595047"", ""202611"": ""1315751840"", ""202612"": ""342941469"", ""202701"": ""332511088"", ""202702"": ""794206517"", ""202703"": ""787927270""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,797
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),50,1412000004,26273,5005036246,depreciation,fixed_assets,(Tháng n-1) FIX ASSETS ( Mr Hajimoto),"{""202604"": 2533158324.0, ""202605"": 2585704324.0, ""202606"": 2638250324.0, ""202607"": 2690796324.0, ""202608"": 2748596924.0, ""202609"": 2804216865.0, ""202610"": 4442890148.0, ""202611"": 5095485195.0, ""202612"": 6411237035.0, ""202701"": 6754178504.0, ""202702"": 7086689592.0, ""202703"": 7880896109.0}","{""202604"": ""=ROUND(96416.79*26273,0)"", ""202605"": ""=F49+F50"", ""202606"": ""=G49+G50"", ""202607"": ""=H49+H50"", ""202608"": ""=I49+I50"", ""202609"": ""=J49+J50"", ""202610"": ""=K49+K50"", ""202611"": ""=L49+L50"", ""202612"": ""=M49+M50"", ""202701"": ""=N49+N50"", ""202702"": ""=O49+O50"", ""202703"": ""=P49+P50""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,797
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),51,1412000004,26273,5005036246,depreciation,fixed_assets,(Tháng n-2) 金型償却費 ,"{""202604"": 737988077.0, ""202605"": 733896846.0, ""202606"": 733896846.0, ""202607"": 733896846.0, ""202608"": 726333637.0, ""202609"": 700280017.0, ""202610"": 684078508.0, ""202611"": 514207274.0, ""202612"": 476092770.0, ""202701"": 476092770.0, ""202702"": 476092770.0, ""202703"": 462080328.0}","{""202604"": ""737988077"", ""202605"": ""733896846"", ""202606"": ""733896846"", ""202607"": ""733896846"", ""202608"": ""726333637"", ""202609"": ""700280017"", ""202610"": ""684078508"", ""202611"": ""514207274"", ""202612"": ""476092770"", ""202701"": ""476092770"", ""202702"": ""476092770"", ""202703"": ""462080328""}",SELECTED_SOURCE_DERIVED_CANDIDATE,797
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),53,1412000004,26273,9114120007,interest,fixed_assets,機械装置金利,"{""202604"": 48341269.0, ""202605"": 39704020.0, ""202606"": 39704020.0, ""202607"": 39704020.0, ""202608"": 39704020.0, ""202609"": 39556103.0, ""202610"": 39283127.0, ""202611"": 39283127.0, ""202612"": 39283127.0, ""202701"": 39283127.0, ""202702"": 39283127.0, ""202703"": 38932382.0}","{""202604"": ""48341269"", ""202605"": ""39704020"", ""202606"": ""39704020"", ""202607"": ""39704020"", ""202608"": ""39704020"", ""202609"": ""39556103"", ""202610"": ""39283127"", ""202611"": ""39283127"", ""202612"": ""39283127"", ""202701"": ""39283127"", ""202702"": ""39283127"", ""202703"": ""38932382""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),54,1412000004,26273,9114120007,interest,fixed_assets,減価償却費（製）　車輌運搬具Mua xe nâng điện NLP (sơn),"{""202604"": 83548.0, ""202605"": 59902.0, ""202606"": 59902.0, ""202607"": 59902.0, ""202608"": 59902.0, ""202609"": 59902.0, ""202610"": 59902.0, ""202611"": 59902.0, ""202612"": 59902.0, ""202701"": 59902.0, ""202702"": 59902.0, ""202703"": 59902.0}","{""202604"": ""83548"", ""202605"": ""59902"", ""202606"": ""59902"", ""202607"": ""59902"", ""202608"": ""59902"", ""202609"": ""59902"", ""202610"": ""59902"", ""202611"": ""59902"", ""202612"": ""59902"", ""202701"": ""59902"", ""202702"": ""59902"", ""202703"": ""59902""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),55,1412000004,26273,9114120007,interest,fixed_assets,金型金利 (N-2),"{""202604"": 48932937.0, ""202605"": 28815438.0, ""202606"": 28815438.0, ""202607"": 28815438.0, ""202608"": 28724796.0, ""202609"": 28334117.0, ""202610"": 28042487.0, ""202611"": 24475139.0, ""202612"": 23560313.0, ""202701"": 23560313.0, ""202702"": 23560313.0, ""202703"": 23097908.0}","{""202604"": ""48932937"", ""202605"": ""28815438"", ""202606"": ""28815438"", ""202607"": ""28815438"", ""202608"": ""28724796"", ""202609"": ""28334117"", ""202610"": ""28042487"", ""202611"": ""24475139"", ""202612"": ""23560313"", ""202701"": ""23560313"", ""202702"": ""23560313"", ""202703"": ""23097908""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),56,1412000004,26273,9114120007,interest,fixed_assets,工具器具備品 金利,"{""202604"": 10591172.0, ""202605"": 6182037.0, ""202606"": 6182037.0, ""202607"": 6182037.0, ""202608"": 6182037.0, ""202609"": 5773229.0, ""202610"": 5538874.0, ""202611"": 5127964.0, ""202612"": 5127964.0, ""202701"": 5127964.0, ""202702"": 5127964.0, ""202703"": 5127964.0}","{""202604"": ""10591172"", ""202605"": ""6182037"", ""202606"": ""6182037"", ""202607"": ""6182037"", ""202608"": ""6182037"", ""202609"": ""5773229"", ""202610"": ""5538874"", ""202611"": ""5127964"", ""202612"": ""5127964"", ""202701"": ""5127964"", ""202702"": ""5127964"", ""202703"": ""5127964""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),57,1412000004,26273,9114120007,interest,fixed_assets,その他金利,"{""202604"": 1450270.0, ""202605"": 850194.0, ""202606"": 850194.0, ""202607"": 850194.0, ""202608"": 850194.0, ""202609"": 850194.0, ""202610"": 850194.0, ""202611"": 850194.0, ""202612"": 850194.0, ""202701"": 850194.0, ""202702"": 850194.0, ""202703"": 850194.0}","{""202604"": ""1450270"", ""202605"": ""850194"", ""202606"": ""850194"", ""202607"": ""850194"", ""202608"": ""850194"", ""202609"": ""850194"", ""202610"": ""850194"", ""202611"": ""850194"", ""202612"": ""850194"", ""202701"": ""850194"", ""202702"": ""850194"", ""202703"": ""850194""}",SELECTED_SOURCE_DERIVED_CANDIDATE,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),58,1412000004,26273,9114120007,interest,fixed_assets,(Tháng n-1)金型金利　Mr Hajimoto ,"{""202604"": 182387399.0, ""202605"": 186170711.0, ""202606"": 189954023.0, ""202607"": 193737335.0, ""202608"": 197898979.0, ""202609"": 201903614.0, ""202610"": 319888091.0, ""202611"": 366874934.0, ""202612"": 461609067.0, ""202701"": 486300852.0, ""202702"": 510241651.0, ""202703"": 567424520.0}","{""202604"": ""=ROUND(F50*24*0.003,0)"", ""202605"": ""=ROUND(G50*24*0.003,0)"", ""202606"": ""=ROUND(H50*24*0.003,0)"", ""202607"": ""=ROUND(I50*24*0.003,0)"", ""202608"": ""=ROUND(J50*24*0.003,0)"", ""202609"": ""=ROUND(K50*24*0.003,0)"", ""202610"": ""=ROUND(L50*24*0.003,0)"", ""202611"": ""=ROUND(M50*24*0.003,0)"", ""202612"": ""=ROUND(N50*24*0.003,0)"", ""202701"": ""=ROUND(O50*24*0.003,0)"", ""202702"": ""=ROUND(P50*24*0.003,0)"", ""202703"": ""=ROUND(Q50*24*0.003,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,7
FY2027,reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),59,1412000004,26273,9114120007,interest,fixed_assets,工具器具備品 （生産技術-Nakagawa),"{""202604"": null, ""202605"": null, ""202606"": null, ""202607"": null, ""202608"": null, ""202609"": null, ""202610"": null, ""202611"": null, ""202612"": null, ""202701"": null, ""202702"": null, ""202703"": null}","{""202604"": """", ""202605"": """", ""202606"": """", ""202607"": """", ""202608"": """", ""202609"": """", ""202610"": """", ""202611"": """", ""202612"": """", ""202701"": """", ""202702"": """", ""202703"": """"}",NO_MONTHLY_VALUE,
