fy,cc,account,period,expected_per_asset_round_vnd,current_writer_category_round_vnd,alternative_terminal_before_full_fy_vnd,reference_actual_vnd,delta_reference_minus_expected,classification
FY2027,1412000081,5006016244,202606,487453217,487453215,710477883,487453215,-2,ROUNDING_ORDER
FY2027,1412000081,5006016244,202607,487453217,487453215,710477883,487453215,-2,ROUNDING_ORDER
FY2027,1412000081,5006016244,202608,487453217,487453215,710477883,487452690,-527,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202609,473107897,473107895,696132563,456084567,-17023330,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202610,442437059,442437057,665461725,364659256,-77777803,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202611,361751360,361751361,584776026,350988626,-10762734,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202612,350586387,350586387,573611053,343221276,-7365111,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202701,342945410,342945410,565970076,331571828,-11373582,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016244,202702,331146469,331146468,554171135,331146468,-1,ROUNDING_ORDER
FY2027,1412000081,5006016244,202703,331146206,331146206,554170872,320677203,-10469003,TRUE_AMOUNT_MISMATCH
FY2027,1412000081,5006016247,202604,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202605,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202606,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202607,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202608,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202609,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202610,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202611,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202612,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202701,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202702,,,13633585,,,EXACT_MATCH
FY2027,1412000081,5006016247,202703,,,13633585,,,EXACT_MATCH
FY2027,1412000081,9114120007,202604,142997110,142997108,142997110,142997108,-2,ROUNDING_ORDER
FY2027,1412000081,9114120007,202605,84373902,84373900,84373902,84373900,-2,ROUNDING_ORDER
FY2027,1412000081,9114120007,202606,84139021,84139019,84139021,84139019,-2,ROUNDING_ORDER
FY2027,1412000081,9114120007,202607,83205015,83205014,83205015,83205014,-1,ROUNDING_ORDER
FY2027,1412000081,9114120007,202608,82207955,82207954,82207955,82207954,-1,ROUNDING_ORDER
FY2027,1412000081,9114120007,202609,80610032,80610030,80610032,80610030,-2,ROUNDING_ORDER
FY2027,1412000081,9114120007,202610,77925720,77925717,77925720,77925717,-3,ROUNDING_ORDER
FY2027,1412000081,9114120007,202611,75889563,75889560,75889563,75889560,-3,ROUNDING_ORDER
FY2027,1412000081,9114120007,202612,75653632,75653629,75653632,75653629,-3,ROUNDING_ORDER
FY2027,1412000081,9114120007,202701,75469457,75469455,75469457,75469455,-2,ROUNDING_ORDER
FY2027,1412000081,9114120007,202702,74987348,74987345,74987348,74987345,-3,ROUNDING_ORDER
FY2027,1412000081,9114120007,202703,74624255,74624252,74624255,74624252,-3,ROUNDING_ORDER
FY2027,1412000083,5006016242,202604,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202605,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202606,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202607,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202608,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202609,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202610,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202611,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202612,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202701,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202702,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016242,202703,10544143,10544143,10544143,,,MISSING_REFERENCE_OUTPUT
FY2027,1412000083,5006016244,202604,130760197,130760196,130760197,130842167,81970,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202605,130760197,130760196,130760197,130842167,81970,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202606,130760197,130760196,130760197,121408766,-9351431,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202607,120633532,120633530,120633532,119719823,-913709,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202608,116050732,116050731,116050732,119669805,3619073,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202609,116050469,116050468,116050469,113171742,-2878727,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202610,109074725,109074724,109074725,112928506,3853781,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202611,109074725,109074724,109074725,101919148,-7155577,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202612,97256341,97256340,97256341,101507576,4251235,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202701,97256341,97256340,97256341,101507576,4251235,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202702,97256341,97256340,97256341,101507576,4251235,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016244,202703,97256341,97256340,97256341,101507576,4251235,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202604,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202605,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202606,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202607,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202608,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202609,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202610,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202611,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202612,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202701,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202702,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,5006016247,202703,93237885,93237885,93237885,90104540,-3133345,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202604,43342306,43342306,43342306,26401980,-16940326,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202605,35031368,35031367,35031368,26401980,-8629388,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202606,35031368,35031367,35031368,26401980,-8629388,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202607,34969626,34969626,34969626,25345112,-9624514,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202608,34927851,34927852,34927851,24866804,-10061047,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202609,34927851,34927852,34927851,24165013,-10762838,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202610,34822496,34822497,34822496,24138744,-10683752,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202611,34822496,34822497,34822496,22949734,-11872762,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202612,34572902,34572903,34572902,22905284,-11667618,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202701,34572902,34572903,34572902,22905284,-11667618,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202702,34572902,34572903,34572902,22905284,-11667618,TRUE_AMOUNT_MISMATCH
FY2027,1412000083,9114120007,202703,34572902,34572903,34572902,22905284,-11667618,TRUE_AMOUNT_MISMATCH
FY2027,1412000094,5006016244,202604,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202605,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202606,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202607,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202608,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202609,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202610,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202611,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202612,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202701,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202702,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,5006016244,202703,930064,930064,930064,930064,0,EXACT_MATCH
FY2027,1412000094,9114120007,202604,100626,100626,100626,100626,0,EXACT_MATCH
FY2027,1412000094,9114120007,202605,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202606,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202607,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202608,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202609,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202610,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202611,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202612,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202701,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202702,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000094,9114120007,202703,69886,69886,69886,69886,0,EXACT_MATCH
FY2027,1412000096,5006016244,202604,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202605,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202606,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202607,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202608,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202609,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202610,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202611,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202612,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202701,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202702,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,5006016244,202703,1019392,1019392,1019392,1008333,-11059,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202604,110084,110084,110084,108900,-1184,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202605,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202606,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202607,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202608,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202609,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202610,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202611,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202612,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202701,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202702,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000096,9114120007,202703,79607,79607,79607,108900,29293,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202604,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202605,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202606,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202607,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202608,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202609,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202610,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202611,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202612,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202701,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202702,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016242,202703,45891312,45891312,45891312,29396334,-16494978,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202604,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202605,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202606,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202607,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202608,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202609,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202610,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202611,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202612,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202701,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202702,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,5006016244,202703,19917036,19917036,19917036,36412013,16494977,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202604,9850537,9850536,9850537,9850536,-1,ROUNDING_ORDER
FY2027,1412000098,9114120007,202605,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202606,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202607,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202608,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202609,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202610,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202611,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202612,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202701,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202702,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000098,9114120007,202703,7499891,7499890,7499891,9850536,2350645,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202604,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202605,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202606,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202607,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202608,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202609,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202610,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202611,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202612,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202701,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202702,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,5006016244,202703,930852,930852,930852,935120,4268,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202604,100626,100626,100626,0,-100626,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202605,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202606,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202607,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202608,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202609,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202610,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202611,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202612,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202701,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202702,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000099,9114120007,202703,72776,72776,72776,101058,28282,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202604,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202605,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202606,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202607,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202608,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202609,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202610,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202611,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202612,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202701,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202702,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016242,202703,806837787,806837787,806837787,806837784,-3,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202604,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202605,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202606,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202607,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202608,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202609,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202610,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202611,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202612,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202701,17816771,17816772,17816771,17816769,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202702,17816771,17816772,17816771,11883012,-5933759,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016243,202703,9469051,9469052,9469051,9469049,-2,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202604,221854983,221854992,232830531,149889303,-71965680,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202605,221854983,221854992,232830531,118043274,-103811709,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202606,188817209,188817220,199792757,116851531,-71965678,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202607,188817209,188817220,199792757,116851531,-71965678,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202608,188817209,188817220,199792757,116851531,-71965678,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202609,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202610,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202611,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202612,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202701,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202702,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,5006016244,202703,188817209,188817220,199792757,188664397,-152812,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202604,240241086,240241101,240241086,218848834,-21392252,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202605,202605021,202605027,202605021,202744274,139253,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202606,202502037,202502037,202502037,202769496,267459,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202607,202502037,202502037,202502037,202625783,123746,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202608,202502037,202502037,202502037,202492316,-9721,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202609,202502037,202502037,202502037,202475239,-26798,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202610,202502037,202502037,202502037,202601086,99049,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202611,202502037,202502037,202502037,202512284,10247,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202612,202502037,202502037,202502037,202490214,-11823,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202701,202502037,202502037,202502037,202409294,-92743,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202702,202502037,202502037,202502037,202076152,-425885,TRUE_AMOUNT_MISMATCH
FY2027,1412000103,9114120007,202703,202244299,202244299,202244299,202243248,-1051,TRUE_AMOUNT_MISMATCH
