fy,cc,account,period,expected_per_asset_round_vnd,reference_actual_vnd,delta_reference_minus_expected_vnd,reference_formula_kind,source_asset_count_in_group,source_asset_evidence,reference_evidence,evidence_classification,decision_status,allowed_action,classification_reason
FY2026,1412000098,5006016242,202504,44348967,28408363,-15940604,MIXED_OR_LINKED_FORMULA,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""=ROUND(1118.88*B2,0)"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",CONSISTENT_REFERENCE_ADJUSTMENT,MAU_THUAN_CAN_NGHIEP_VU_DUYET,REQUIRE_BUSINESS_DECISION_BEFORE_ACCOUNTING_CHANGE,The same non-rounding adjustment recurs in every mismatching month of this FY/CC/account group; its provenance is not present in the supplied source ledger.
FY2026,1412000098,5006016242,202505,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202506,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202507,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202508,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202509,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202510,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202511,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202512,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202601,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202602,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016242,202603,44348967,28408363,-15940604,STATIC_VALUE,2,"[{""L_monthly_depr_usd"": 1118, ""P_terminal_period"": ""202904"", ""Q_terminal_depr_usd"": 1118, ""V_apr_interest_usd"": 201, ""W_may_interest_usd"": 164, ""asset_no"": ""140000249"", ""asset_text"": ""HE THONG XU LY KHI THAI KIT"", ""row"": 84, ""scheduled_usd_for_period"": 1118.88, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 627, ""P_terminal_period"": ""203108"", ""Q_terminal_depr_usd"": 627, ""V_apr_interest_usd"": 159, ""W_may_interest_usd"": 145, ""asset_no"": ""140000256"", ""asset_text"": ""BANG TAI VAN CHUYEN THIET BI KIT"", ""row"": 90, ""scheduled_usd_for_period"": 627.83, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""ワニス機の排気ガス処理システム"", ""formula"": ""28408363"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 72, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 28408363}]",REFERENCE_STATIC_MANUAL_INPUT,LA_NGOAI_LE_NHAP_TAY_HOAC_TANG_KHAC,PRESERVE_AS_REFERENCE_EXCEPTION_DO_NOT_OVERWRITE,"All selected reference components for this month are literal values, so the submitted amount is a manual/other-layer input rather than a formula linked to the audited source ledger."
FY2026,1412000098,5006016244,202504,17266724,29145181,11878457,MIXED_OR_LINKED_FORMULA,10,"[{""L_monthly_depr_usd"": 40, ""P_terminal_period"": ""202706"", ""Q_terminal_depr_usd"": 1, ""V_apr_interest_usd"": 4, ""W_may_interest_usd"": 3, ""asset_no"": ""170002230"", ""asset_text"": ""MAY TINH TRAM DELL 3660- LINE HONTAI NO.1"", ""row"": 1517, ""scheduled_usd_for_period"": 40.2, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 77, ""P_terminal_period"": ""202706"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 8, ""W_may_interest_usd"": 6, ""asset_no"": ""170002267"", ""asset_text"": ""DC POWER SUPPLY KIT NO. 1"", ""row"": 1554, ""scheduled_usd_for_period"": 77.7, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 77, ""P_terminal_period"": ""202706"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 8, ""W_may_interest_usd"": 6, ""asset_no"": ""170002268"", ""asset_text"": ""DC POWER SUPPLY KIT NO. 2"", ""row"": 1555, ""scheduled_usd_for_period"": 77.7, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 58, ""P_terminal_period"": ""202706"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 6, ""W_may_interest_usd"": 4, ""asset_no"": ""170002269"", ""asset_text"": ""HIPOT TESTER TOS5302 KIT NO.1"", ""row"": 1556, ""scheduled_usd_for_period"": 58.55, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 58, ""P_terminal_period"": ""202706"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 6, ""W_may_interest_usd"": 4, ""asset_no"": ""170002270"", ""asset_text"": ""HIPOT TESTER TOS5302 KIT NO.2"", ""row"": 1557, ""scheduled_usd_for_period"": 58.55, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 63, ""P_terminal_period"": ""202709"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 6, ""W_may_interest_usd"": 5, ""asset_no"": ""170002271"", ""asset_text"": ""GREASE PUMP KIT"", ""row"": 1558, ""scheduled_usd_for_period"": 63.82, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 119, ""P_terminal_period"": ""202707"", ""Q_terminal_depr_usd"": 4, ""V_apr_interest_usd"": 12, ""W_may_interest_usd"": 9, ""asset_no"": ""170002272"", ""asset_text"": ""MAY TUOT DAY DCS-141 KIT"", ""row"": 1559, ""scheduled_usd_for_period"": 119.78, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 63, ""P_terminal_period"": ""202707"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 6, ""W_may_interest_usd"": 5, ""asset_no"": ""170002273"", ""asset_text"": ""MAY CAT ONG DQ-100 KIT"", ""row"": 1560, ""scheduled_usd_for_period"": 63.97, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 40, ""P_terminal_period"": ""202709"", ""Q_terminal_depr_usd"": 1, ""V_apr_interest_usd"": 4, ""W_may_interest_usd"": 3, ""asset_no"": ""170002347"", ""asset_text"": ""MAY TINH TRAM DELL 3660-LINE HONTAI No.2"", ""row"": 1622, ""scheduled_usd_for_period"": 40.8, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}, {""L_monthly_depr_usd"": 78, ""P_terminal_period"": ""202712"", ""Q_terminal_depr_usd"": 2, ""V_apr_interest_usd"": 8, ""W_may_interest_usd"": 7, ""asset_no"": ""170002364"", ""asset_text"": ""YA1-7001 LABEL SERIAL CHECK JIG"", ""row"": 1635, ""scheduled_usd_for_period"": 78.99, ""sheet"": ""2024.12"", ""source_file"": ""docs\\MP2026\\固定資産情報_Fixed_Assets_Information_2024.12 - December.xlsx"", ""terminal_relation"": ""after_fy""}]","[{""description"": ""生産技術管理の固定資産"", ""formula"": ""=ROUND(1147.9*B2,0)"", ""reference_file"": ""reference_outputs\\secondary\\FY2026\\64.KDTVN 電工製造課_MP FY2026_各予定(Ver01).xlsx"", ""row"": 74, ""sheet"": ""内訳ﾘｽﾄ(4～3月)"", ""value_vnd"": 29145181}]",CONSISTENT_REFERENCE_ADJUSTMENT,MAU_THUAN_CAN_NGHIEP_VU_DUYET,REQUIRE_BUSINESS_DECISION_BEFORE_ACCOUNTING_CHANGE,The same non-rounding adjustment recurs in every mismatching month of this FY/CC/account group; its provenance is not present in the supplied source ledger.
